entrez_id	tissue_group	group_mean	group_variance	log2_variance	mean_bin
100128079	normal	2.313550871	9.28981174549736e-06	-16.7159192080865	1
100128081	normal	2.34467857194118	0.0119281577881125	-6.38948494264924	4
100128098	normal	3.236278977	1.00845083467407	0.0121407494928449	14
100128108	normal	2.54293088764706	0.160251775234304	-2.64158775609302	10
100128124	normal	2.96705346229412	0.192240653287237	-2.37901463861939	13
100128126	normal	2.34324701541176	0.00754535235742527	-7.05019601049192	4
100128139	normal	2.33243493223529	0.00357679771865855	-8.12711575384364	3
100128164	normal	2.39043293688235	0.0745529461202373	-3.74559082493771	7
100128176	normal	2.31959733947059	0.000773313244235525	-10.3366594578126	2
100128191	normal	2.315277193	0	-26.5754247590989	2
100128239	normal	2.35683844005882	0.0108735218028547	-6.52303690215969	5
100128252	normal	6.137372708	1.74142385921387	0.800267394925225	22
100128262	normal	2.39333594152941	0.0178675191781617	-5.80651685297901	7
